Type name;Member type;Member name;Signature;Inherited;Documentation
SourceAmbientCIEGeneral.SourceAmbientCIEGeneralZenithDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceAmbientCIEGeneral.SourceAmbientCIEGeneralZenithDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceAmbientCIEGeneral.SourceAmbientCIEGeneralZenithDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceAmbientCIEGeneral.SourceAmbientCIEGeneralZenithDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceAmbientCIEGeneral.SourceAmbientCIEGeneralZenithDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceAmbientCIEGeneral.SourceAmbientCIEGeneralNorthDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceAmbientCIEGeneral.SourceAmbientCIEGeneralNorthDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceAmbientCIEGeneral.SourceAmbientCIEGeneralNorthDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceAmbientCIEGeneral.SourceAmbientCIEGeneralNorthDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceAmbientCIEGeneral.SourceAmbientCIEGeneralNorthDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceAmbientCIEGeneral.SourceAmbientCIEGeneralSunDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceAmbientCIEGeneral.SourceAmbientCIEGeneralSunDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceAmbientCIEGeneral.SourceAmbientCIEGeneralSunDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceAmbientCIEGeneral.SourceAmbientCIEGeneralSunDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceAmbientCIEGeneral.SourceAmbientCIEGeneralSunDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceAmbientCIEOvercast.SourceAmbientCIEOvercastZenithDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceAmbientCIEOvercast.SourceAmbientCIEOvercastZenithDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceAmbientCIEOvercast.SourceAmbientCIEOvercastZenithDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceAmbientCIEOvercast.SourceAmbientCIEOvercastZenithDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceAmbientCIEOvercast.SourceAmbientCIEOvercastZenithDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceAmbientEnvironment.SourceAmbientEnvironmentZenithDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceAmbientEnvironment.SourceAmbientEnvironmentZenithDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceAmbientEnvironment.SourceAmbientEnvironmentZenithDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceAmbientEnvironment.SourceAmbientEnvironmentZenithDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceAmbientEnvironment.SourceAmbientEnvironmentZenithDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceAmbientEnvironment.SourceAmbientEnvironmentNorthDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceAmbientEnvironment.SourceAmbientEnvironmentNorthDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceAmbientEnvironment.SourceAmbientEnvironmentNorthDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceAmbientEnvironment.SourceAmbientEnvironmentNorthDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceAmbientEnvironment.SourceAmbientEnvironmentNorthDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceAmbientEnvironment.SourceAmbientEnvironmentGroundPlaneOriginPoint;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceAmbientEnvironment.SourceAmbientEnvironmentGroundPlaneOriginPoint;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceAmbientEnvironment.SourceAmbientEnvironmentGroundPlaneOriginPoint;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceAmbientEnvironment.SourceAmbientEnvironmentGroundPlaneOriginPoint;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceAmbientEnvironment.SourceAmbientEnvironmentGroundPlaneOriginPoint;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceAmbientNaturalLight.SourceAmbientNaturalLightZenithDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceAmbientNaturalLight.SourceAmbientNaturalLightZenithDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceAmbientNaturalLight.SourceAmbientNaturalLightZenithDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceAmbientNaturalLight.SourceAmbientNaturalLightZenithDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceAmbientNaturalLight.SourceAmbientNaturalLightZenithDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceAmbientNaturalLight.SourceAmbientNaturalLightNorthDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceAmbientNaturalLight.SourceAmbientNaturalLightNorthDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceAmbientNaturalLight.SourceAmbientNaturalLightNorthDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceAmbientNaturalLight.SourceAmbientNaturalLightNorthDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceAmbientNaturalLight.SourceAmbientNaturalLightNorthDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceAmbientNaturalLight.SourceAmbientNaturalLightSunDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceAmbientNaturalLight.SourceAmbientNaturalLightSunDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceAmbientNaturalLight.SourceAmbientNaturalLightSunDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceAmbientNaturalLight.SourceAmbientNaturalLightSunDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceAmbientNaturalLight.SourceAmbientNaturalLightSunDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceAmbientUniform.SourceAmbientUniformZenithDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceAmbientUniform.SourceAmbientUniformZenithDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceAmbientUniform.SourceAmbientUniformZenithDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceAmbientUniform.SourceAmbientUniformZenithDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceAmbientUniform.SourceAmbientUniformZenithDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceAmbientUniform.SourceAmbientUniformSunDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceAmbientUniform.SourceAmbientUniformSunDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceAmbientUniform.SourceAmbientUniformSunDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceAmbientUniform.SourceAmbientUniformSunDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceAmbientUniform.SourceAmbientUniformSunDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceAmbientUS1976.SourceAmbientUS1976ZenithDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceAmbientUS1976.SourceAmbientUS1976ZenithDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceAmbientUS1976.SourceAmbientUS1976ZenithDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceAmbientUS1976.SourceAmbientUS1976ZenithDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceAmbientUS1976.SourceAmbientUS1976ZenithDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceAmbientUS1976.SourceAmbientUS1976NorthDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceAmbientUS1976.SourceAmbientUS1976NorthDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceAmbientUS1976.SourceAmbientUS1976NorthDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceAmbientUS1976.SourceAmbientUS1976NorthDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceAmbientUS1976.SourceAmbientUS1976NorthDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceAmbientUS1976.SourceAmbientUS1976SunDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceAmbientUS1976.SourceAmbientUS1976SunDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceAmbientUS1976.SourceAmbientUS1976SunDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceAmbientUS1976.SourceAmbientUS1976SunDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceAmbientUS1976.SourceAmbientUS1976SunDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceDisplay.SourceDisplayOriginPoint;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceDisplay.SourceDisplayOriginPoint;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceDisplay.SourceDisplayOriginPoint;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceDisplay.SourceDisplayOriginPoint;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceDisplay.SourceDisplayOriginPoint;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceDisplay.SourceDisplayXDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceDisplay.SourceDisplayXDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceDisplay.SourceDisplayXDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceDisplay.SourceDisplayXDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceDisplay.SourceDisplayXDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceDisplay.SourceDisplayYDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceDisplay.SourceDisplayYDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceDisplay.SourceDisplayYDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceDisplay.SourceDisplayYDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceDisplay.SourceDisplayYDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceDisplay.SourceDisplayIntensityXDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceDisplay.SourceDisplayIntensityXDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceDisplay.SourceDisplayIntensityXDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceDisplay.SourceDisplayIntensityXDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceDisplay.SourceDisplayIntensityXDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceDisplay.SourceDisplayIntensityYDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceDisplay.SourceDisplayIntensityYDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceDisplay.SourceDisplayIntensityYDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceDisplay.SourceDisplayIntensityYDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceDisplay.SourceDisplayIntensityYDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceInteractive.SourceInteractiveStartGeometries;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject[] selectedObjects);;Links attribute: Link to an array of script objects
SourceInteractive.SourceInteractiveStartGeometries;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject[] selectedObjects);;Links attribute: Link to an array of document objects
SourceInteractive.SourceInteractiveStartGeometries;Method;Set;public bool Set(System.Object[] docObjectsFromPreviousVersion);;Links attribute: Link to an array of document objects (IDocObject type from unspecified version)
SourceInteractive.SourceInteractiveStartGeometries;Method;Clear;public void Clear();;Links attribute: Clear the list of links
SourceInteractive.SourceInteractiveStartGeometries;Method;SelectAll;public void SelectAll();;Links attribute: Link to all compatible objects in the active context
SourceInteractive.SourceInteractiveStartGeometries;Property;LinkedObjects;IReadOnlyCollection<SpaceClaim.Api.V232.IDocObject> LinkedObjects;;Links attribute: Get the pointed document objects
SourceInteractive.SourceInteractiveStartGeometries;Property;Item;SpaceClaim.Api.V232.IDocObject Item;;Links attribute: Get a pointed document object by index
SourceInteractive.SourceInteractiveStartGeometries;Property;Count;int Count;;Links attribute: Get the links count
SourceInteractive.SourceInteractiveStartCurveGeometries;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject[] selectedObjects);;Links attribute: Link to an array of script objects
SourceInteractive.SourceInteractiveStartCurveGeometries;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject[] selectedObjects);;Links attribute: Link to an array of document objects
SourceInteractive.SourceInteractiveStartCurveGeometries;Method;Set;public bool Set(System.Object[] docObjectsFromPreviousVersion);;Links attribute: Link to an array of document objects (IDocObject type from unspecified version)
SourceInteractive.SourceInteractiveStartCurveGeometries;Method;Clear;public void Clear();;Links attribute: Clear the list of links
SourceInteractive.SourceInteractiveStartCurveGeometries;Method;SelectAll;public void SelectAll();;Links attribute: Link to all compatible objects in the active context
SourceInteractive.SourceInteractiveStartCurveGeometries;Property;LinkedObjects;IReadOnlyCollection<SpaceClaim.Api.V232.IDocObject> LinkedObjects;;Links attribute: Get the pointed document objects
SourceInteractive.SourceInteractiveStartCurveGeometries;Property;Item;SpaceClaim.Api.V232.IDocObject Item;;Links attribute: Get a pointed document object by index
SourceInteractive.SourceInteractiveStartCurveGeometries;Property;Count;int Count;;Links attribute: Get the links count
SourceInteractive.SourceInteractiveStartFaceGeometries;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject[] selectedObjects);;Links attribute: Link to an array of script objects
SourceInteractive.SourceInteractiveStartFaceGeometries;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject[] selectedObjects);;Links attribute: Link to an array of document objects
SourceInteractive.SourceInteractiveStartFaceGeometries;Method;Set;public bool Set(System.Object[] docObjectsFromPreviousVersion);;Links attribute: Link to an array of document objects (IDocObject type from unspecified version)
SourceInteractive.SourceInteractiveStartFaceGeometries;Method;Clear;public void Clear();;Links attribute: Clear the list of links
SourceInteractive.SourceInteractiveStartFaceGeometries;Method;SelectAll;public void SelectAll();;Links attribute: Link to all compatible objects in the active context
SourceInteractive.SourceInteractiveStartFaceGeometries;Property;LinkedObjects;IReadOnlyCollection<SpaceClaim.Api.V232.IDocObject> LinkedObjects;;Links attribute: Get the pointed document objects
SourceInteractive.SourceInteractiveStartFaceGeometries;Property;Item;SpaceClaim.Api.V232.IDocObject Item;;Links attribute: Get a pointed document object by index
SourceInteractive.SourceInteractiveStartFaceGeometries;Property;Count;int Count;;Links attribute: Get the links count
SourceInteractive.SourceInteractiveEndGeometries;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject[] selectedObjects);;Links attribute: Link to an array of script objects
SourceInteractive.SourceInteractiveEndGeometries;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject[] selectedObjects);;Links attribute: Link to an array of document objects
SourceInteractive.SourceInteractiveEndGeometries;Method;Set;public bool Set(System.Object[] docObjectsFromPreviousVersion);;Links attribute: Link to an array of document objects (IDocObject type from unspecified version)
SourceInteractive.SourceInteractiveEndGeometries;Method;Clear;public void Clear();;Links attribute: Clear the list of links
SourceInteractive.SourceInteractiveEndGeometries;Method;SelectAll;public void SelectAll();;Links attribute: Link to all compatible objects in the active context
SourceInteractive.SourceInteractiveEndGeometries;Property;LinkedObjects;IReadOnlyCollection<SpaceClaim.Api.V232.IDocObject> LinkedObjects;;Links attribute: Get the pointed document objects
SourceInteractive.SourceInteractiveEndGeometries;Property;Item;SpaceClaim.Api.V232.IDocObject Item;;Links attribute: Get a pointed document object by index
SourceInteractive.SourceInteractiveEndGeometries;Property;Count;int Count;;Links attribute: Get the links count
SourceInteractive.SourceInteractiveEndCurveGeometries;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject[] selectedObjects);;Links attribute: Link to an array of script objects
SourceInteractive.SourceInteractiveEndCurveGeometries;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject[] selectedObjects);;Links attribute: Link to an array of document objects
SourceInteractive.SourceInteractiveEndCurveGeometries;Method;Set;public bool Set(System.Object[] docObjectsFromPreviousVersion);;Links attribute: Link to an array of document objects (IDocObject type from unspecified version)
SourceInteractive.SourceInteractiveEndCurveGeometries;Method;Clear;public void Clear();;Links attribute: Clear the list of links
SourceInteractive.SourceInteractiveEndCurveGeometries;Method;SelectAll;public void SelectAll();;Links attribute: Link to all compatible objects in the active context
SourceInteractive.SourceInteractiveEndCurveGeometries;Property;LinkedObjects;IReadOnlyCollection<SpaceClaim.Api.V232.IDocObject> LinkedObjects;;Links attribute: Get the pointed document objects
SourceInteractive.SourceInteractiveEndCurveGeometries;Property;Item;SpaceClaim.Api.V232.IDocObject Item;;Links attribute: Get a pointed document object by index
SourceInteractive.SourceInteractiveEndCurveGeometries;Property;Count;int Count;;Links attribute: Get the links count
SourceInteractive.SourceInteractiveEndDirectionGeometries;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject[] selectedObjects);;Links attribute: Link to an array of script objects
SourceInteractive.SourceInteractiveEndDirectionGeometries;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject[] selectedObjects);;Links attribute: Link to an array of document objects
SourceInteractive.SourceInteractiveEndDirectionGeometries;Method;Set;public bool Set(System.Object[] docObjectsFromPreviousVersion);;Links attribute: Link to an array of document objects (IDocObject type from unspecified version)
SourceInteractive.SourceInteractiveEndDirectionGeometries;Method;Clear;public void Clear();;Links attribute: Clear the list of links
SourceInteractive.SourceInteractiveEndDirectionGeometries;Method;SelectAll;public void SelectAll();;Links attribute: Link to all compatible objects in the active context
SourceInteractive.SourceInteractiveEndDirectionGeometries;Property;LinkedObjects;IReadOnlyCollection<SpaceClaim.Api.V232.IDocObject> LinkedObjects;;Links attribute: Get the pointed document objects
SourceInteractive.SourceInteractiveEndDirectionGeometries;Property;Item;SpaceClaim.Api.V232.IDocObject Item;;Links attribute: Get a pointed document object by index
SourceInteractive.SourceInteractiveEndDirectionGeometries;Property;Count;int Count;;Links attribute: Get the links count
SourceInteractive.SourceInteractiveEndFaceGeometries;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject[] selectedObjects);;Links attribute: Link to an array of script objects
SourceInteractive.SourceInteractiveEndFaceGeometries;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject[] selectedObjects);;Links attribute: Link to an array of document objects
SourceInteractive.SourceInteractiveEndFaceGeometries;Method;Set;public bool Set(System.Object[] docObjectsFromPreviousVersion);;Links attribute: Link to an array of document objects (IDocObject type from unspecified version)
SourceInteractive.SourceInteractiveEndFaceGeometries;Method;Clear;public void Clear();;Links attribute: Clear the list of links
SourceInteractive.SourceInteractiveEndFaceGeometries;Method;SelectAll;public void SelectAll();;Links attribute: Link to all compatible objects in the active context
SourceInteractive.SourceInteractiveEndFaceGeometries;Property;LinkedObjects;IReadOnlyCollection<SpaceClaim.Api.V232.IDocObject> LinkedObjects;;Links attribute: Get the pointed document objects
SourceInteractive.SourceInteractiveEndFaceGeometries;Property;Item;SpaceClaim.Api.V232.IDocObject Item;;Links attribute: Get a pointed document object by index
SourceInteractive.SourceInteractiveEndFaceGeometries;Property;Count;int Count;;Links attribute: Get the links count
SourceLightField.SourceLightFieldOriginPoint;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceLightField.SourceLightFieldOriginPoint;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceLightField.SourceLightFieldOriginPoint;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceLightField.SourceLightFieldOriginPoint;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceLightField.SourceLightFieldOriginPoint;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceLightField.SourceLightFieldXDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceLightField.SourceLightFieldXDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceLightField.SourceLightFieldXDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceLightField.SourceLightFieldXDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceLightField.SourceLightFieldXDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceLightField.SourceLightFieldYDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceLightField.SourceLightFieldYDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceLightField.SourceLightFieldYDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceLightField.SourceLightFieldYDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceLightField.SourceLightFieldYDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceLuminaire.SourceLuminaireOriginPoint;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceLuminaire.SourceLuminaireOriginPoint;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceLuminaire.SourceLuminaireOriginPoint;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceLuminaire.SourceLuminaireOriginPoint;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceLuminaire.SourceLuminaireOriginPoint;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SourceLuminaire.SourceLuminaireXDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SourceLuminaire.SourceLuminaireXDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SourceLuminaire.SourceLuminaireXDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SourceLuminaire.SourceLuminaireXDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SourceLuminaire.SourceLuminaireXDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
